형태소,품사,가게이름,날짜,평점,카운트
군,Noun,복성각,2020.01.01,1,1
군,Noun,산동교자,2016.01.04.,4,1
군,Noun,산동교자,2016.11.29.,3,1
군,Noun,완차이면가,2018.12.23.,5,1
군,Noun,완차이면가,2019.04.02.,4,1
군,Noun,완차이면가,2019.06.26.,1,1
군,Noun,쟈니덤플링 1호점,2020.01.01,3,1
군,Noun,종로양꼬치,2019.07.10.,4,1
군,Noun,차이나당,2020.01.01,4,2
군,Noun,큐큐면관 회기점,2019.05.26.,3,1
군,Noun,포가,2020.01.01,3,1
군대,Noun,란주탕슉,2019.12.28.,1,1
군데,Noun,강서,2020.07.03.,4,1
군데,Noun,등비룡마라탕 종각점,2020.07.03.,3,1
군데,Noun,천유향마라향솥,2020.01.01,5,1
굳,Adjective,구복만두,2020.01.01,5,1
굳,Adjective,락희안 명지대본점,2020.01.01,4,1
굳어있어서,Adjective,불이아 본점,2020.01.01,2,1
굳이,Noun,등비룡마라탕 종각점,2020.06.03.,1,1
굳이,Noun,라공방 대학로본점,2020.11.09.,4,1
굳이,Noun,란주탕슉,2018.05.21.,2,1
굳이,Noun,란주탕슉,2019.03.23.,2,1
굳이,Noun,로향양꼬치,2020.01.01,3,1
굳이,Noun,매화반점 1호점,2020.01.01,3,1
굳이,Noun,불이아 본점,2020.01.01,3,1
굳이,Noun,소리원,2020.01.01,3,1
굳이,Noun,정육면체,2020.01.01,2,1
굳이,Noun,한성양꼬치 종각점,2020.05.06.,1,1
굳이,Noun,화양연가,2020.01.01,3,1
굴소스,Noun,라화쿵부 명동점,2020.08.21.,1,1
굴짬뽕,Noun,동영관,2019.12.23.,3,1
굴짬뽕,Noun,산동교자,2016.09.09.,4,1
굴짬뽕,Noun,산동교자,2016.11.26.,4,1
굴짬뽕,Noun,산동주방,2020.01.01,4,1
굴짬뽕,Noun,홍명,2020.01.01,5,1
굵기가,Adjective,훠궈야 판교아브뉴프랑점,2020.01.01,1,1
굵어서,Adjective,란주탕슉,2019.12.28.,1,1
굽,Noun,종로양꼬치,2020.10.29.,1,1
굽는,Verb,로향양꼬치,2020.01.01,3,1
굿,Noun,구복만두,2020.01.01,5,1
굿,Noun,락희안 명지대본점,2020.01.01,4,1
굿,Noun,란주탕슉,2020.11.12.,5,1
굿,Noun,야상해,2020.01.01,5,1
굿,Noun,열빈 광화문점,2020.01.01,5,1
굿,Noun,칠기마라탕,2020.01.01,5,1
굿,Noun,큐큐면관 삼성점,2018.10.20.,5,1
굿,Noun,큐큐면관 삼성점,2020.05.05.,4,1
굿,Noun,포시즌스호텔 유유안,2020.01.01,4,1
굿,Noun,헤이 요우지아씨아오마오차이 한국1호점,2020.01.01,5,1
굿,Noun,홍콩반점0410 종로관수점,2020.01.01,5,1
굿굿,Noun,란주탕슉,2020.08.16.,5,1
굿굿,Noun,만보성,2019.06.22.,5,1
굿굿,Noun,송화양꼬치,2020.01.01,4,1
궁금하다면,Adjective,산동교자,2020.01.01,4,1
궁금할,Adjective,큐큐면관 회기점,2019.09.12.,5,1
궁금했는데,Adjective,정민,2020.01.01,5,1
궁합,Noun,가담,2020.01.01,3,1
권,Suffix,매화반점 1호점,2020.01.01,3,1
권,Suffix,훠궈야 판교아브뉴프랑점,2020.01.01,5,1
권고,Noun,가담,2020.01.01,1,1
권유,Noun,란주탕슉,2020.09.22.,5,1
권합니다,Verb,등비룡마라탕 종각점,2020.07.08.,5,1
귀,Modifier,인량 훠궈,2020.01.01,1,1
귀,Noun,송화양꼬치,2020.01.01,4,1
귀뚜라미,Noun,로향양꼬치,2020.01.01,1,2
귀여워요,Adjective,봉자마라탕,2020.07.31.,5,1
귀찮다는,Adjective,만보성,2019.07.11.,1,1
귀찮아서,Adjective,라화쿵부 명동2호점,2019.04.17.,1,1
귀찮아하는,Adjective,탕화쿵푸마라탕 동대문점,2019.05.31.,1,1
그,Determiner,가담,2020.01.01,4,1
그,Determiner,강서,2020.07.03.,4,1
그,Determiner,대가방 본점,2020.01.01,1,1
그,Determiner,라공방 강남1호 본점,2020.01.01,2,1
그,Determiner,라공방 대학로본점,2020.10.04.,5,1
그,Determiner,라화쿵부 명동점,2018.10.22.,1,1
그,Determiner,만보성,2019.07.11.,1,1
그,Determiner,산동교자,2020.02.23.,2,1
그,Determiner,신승관,2020.01.01,1,1
그,Determiner,오향가 가락본점,2020.01.01,5,1
그,Determiner,중심,2020.05.21.,5,1
그,Determiner,큐큐면관 회기점,2020.06.02.,1,1
그,Determiner,하하,2020.01.01,2,1
그,Modifier,가담,2020.01.01,1,1
그,Modifier,청화원,2020.07.20.,3,1
그,Noun,동영관,2019.08.01.,4,1
그,Noun,라공방 대학로본점,2020.02.12.,1,1
그,Noun,라공방 대학로본점,2020.04.13.,4,1
그,Noun,란주탕슉,2019.08.11.,1,1
그,Noun,목란,2020.01.01,3,1
그,Noun,미소손짜장,2020.01.01,5,1
그,Noun,복성각,2019.07.27.,1,1
그,Noun,불이아 본점,2020.01.01,3,1
그,Noun,산왕반점 연남동본점,2020.01.01,5,1
그,Noun,손오공마라탕,2020.01.01,5,1
그,Noun,인량 훠궈,2020.01.01,1,1
그,Noun,종로양꼬치,2018.07.03.,1,1
그,Noun,중화복춘,2020.01.01,5,1
그,Noun,챠이797 광화문점,2020.06.23.,5,1
그,Noun,챠이797 광화문점,2020.07.10.,3,1
그,Noun,청화원,2020.07.20.,3,1
그,Noun,큐큐면관 회기점,2020.06.02.,1,1
그,Noun,탕화쿵푸마라탕 화양점,2019.10.07.,1,1
그,Noun,팔레드신,2020.01.01,1,1
그,Noun,하하,2020.01.01,2,1
그,Noun,헤이 요우지아씨아오마오차이 한국1호점,2020.01.01,1,1
그,Noun,홍콩반점0410 대학로점,2020.04.15.,1,1
그,Noun,훠궈야 판교아브뉴프랑점,2020.01.01,5,1
그거,Noun,란주칼면,2020.01.01,4,1
그거,Noun,챠이797 광화문점,2020.06.23.,5,1
그거,Noun,하이디라오 강남점,2020.01.01,4,1
그건,Adverb,대가방 본점,2020.01.01,5,1
그건,Adverb,빠오즈푸,2020.01.01,5,1
그건,Adverb,포가,2020.01.01,3,1
그것,Noun,강서,2020.02.20.,2,1
그것,Noun,신승관,2020.01.01,1,1
그것,Noun,종로양꼬치,2019.07.10.,4,1
그것,Noun,탕화쿵푸마라탕,2019.05.28.,1,1
그게,Noun,라공방 대학로본점,2020.04.13.,4,1
그게,Noun,로향양꼬치,2020.01.01,1,1
그나마,Adverb,강서,2020.02.20.,2,1
그나마,Adverb,란주탕슉,2019.06.10.,1,1
그날,Noun,란주탕슉,2020.04.21.,1,1
그날,Noun,매화반점 1호점,2020.01.01,3,1
그날,Noun,홍명,2020.01.01,5,1
그날그날,Noun,빠오즈푸,2020.01.01,5,1
그냥,Modifier,신룽푸마라탕,2020.11.13.,3,1
그냥,Modifier,히노아지 명동점,2020.03.04.,1,1
그냥,Noun,가담,2020.01.01,4,1
그냥,Noun,개화식당,2020.01.01,1,1
그냥,Noun,골드피쉬딤섬퀴진,2020.01.01,3,1
그냥,Noun,대가방 본점,2020.01.01,1,1
그냥,Noun,라공방 대학로본점,2019.09.07.,3,1
그냥,Noun,라공방 대학로본점,2019.09.29.,1,2
그냥,Noun,라공방 대학로본점,2019.11.20.,3,1
그냥,Noun,라공방 대학로본점,2019.11.21.,1,1
그냥,Noun,라화쿵부 명동2호점,2020.05.20.,3,2
그냥,Noun,라화쿵부 명동점,2020.07.30.,1,1
그냥,Noun,라화쿵부 명동점,2020.08.21.,1,1
그냥,Noun,락희안 명지대본점,2020.01.01,3,1
그냥,Noun,란주칼면,2020.01.01,1,1
그냥,Noun,란주탕슉,2018.07.13.,2,1
그냥,Noun,란주탕슉,2018.12.20.,1,1
그냥,Noun,란주탕슉,2019.05.23.,1,1
그냥,Noun,란주탕슉,2019.08.11.,1,1
그냥,Noun,란주탕슉,2019.09.03.,2,1
그냥,Noun,란주탕슉,2020.04.29.,2,1
그냥,Noun,로향양꼬치,2020.01.01,1,1
그냥,Noun,리춘시장 대학로CGV점,2020.07.06.,1,1
그냥,Noun,마담밍 선릉점,2020.01.01,4,1
그냥,Noun,만보성,2019.06.22.,5,1
그냥,Noun,목란,2020.01.01,1,2
그냥,Noun,복성각,2019.12.17.,1,1
그냥,Noun,복성각,2020.01.02.,1,2
그냥,Noun,봉자마라탕,2020.02.12.,1,2
그냥,Noun,산동교자,2020.02.23.,2,1
그냥,Noun,산동주방,2018.11.24.,1,1
그냥,Noun,산동주방,2019.05.03.,1,1
그냥,Noun,소리원,2020.01.01,1,1
그냥,Noun,소리원,2020.01.01,3,1
그냥,Noun,송쉐프,2020.01.01,1,1
그냥,Noun,신룽푸마라탕,2019.06.21.,1,1
그냥,Noun,신룽푸마라탕,2020.05.24.,1,1
그냥,Noun,신룽푸마라탕,2020.07.17.,4,1
그냥,Noun,애정마라샹궈 본점,2020.01.01,2,2
그냥,Noun,애정마라샹궈 본점,2020.01.01,3,1
그냥,Noun,오향가 가락본점,2020.01.01,2,1
그냥,Noun,오향가 가락본점,2020.01.01,5,1
그냥,Noun,완차이면가,2018.12.23.,5,1
그냥,Noun,외래향 서울대점,2020.01.01,4,1
그냥,Noun,중화복춘,2020.01.01,1,1
그냥,Noun,쥬에,2020.01.01,2,1
그냥,Noun,채린중국요리,2020.01.01,1,1
그냥,Noun,청화원,2019.12.25.,1,1
그냥,Noun,청화원,2020.07.08.,1,1
그냥,Noun,청화원,2020.10.20.,2,1
그냥,Noun,춘리마라탕,2019.08.03.,5,1
그냥,Noun,춘리마라탕,2020.03.09.,2,1
그냥,Noun,칠기마라탕,2020.01.01,4,1
그냥,Noun,큐큐면관 회기점,2018.06.04.,2,1
그냥,Noun,큐큐면관 회기점,2019.05.26.,3,1
그냥,Noun,큐큐면관 회기점,2020.06.13.,2,1
그냥,Noun,탕화쿵푸마라탕,2020.01.19.,2,1
그냥,Noun,탕화쿵푸마라탕,2020.08.18.,1,1
그냥,Noun,탕화쿵푸마라탕 화양점,2020.02.09.,5,1
그냥,Noun,팔레드신,2020.01.01,1,1
그냥,Noun,포담,2020.08.05.,3,1
그냥,Noun,한성양꼬치 종각점,2019.03.15.,1,1
그냥,Noun,헤이 요우지아씨아오마오차이 한국1호점,2020.01.01,1,1
그냥,Noun,홍콩반점0410 대학로점,2019.10.25.,1,1
그냥,Noun,히노아지 명동점,2020.01.01,3,2
그냥,Noun,히노아지 명동점,2020.03.04.,1,2
그다지,Noun,춘리마라탕,2020.03.09.,2,1
그닥,Noun,란주탕슉,2020.01.01,2,1
그닥,Noun,매화반점 1호점,2020.01.01,1,1
그닥,Noun,목란,2020.01.01,2,1
그닥,Noun,빠오즈푸,2020.01.01,2,1
그대,Noun,손오공마라탕,2020.01.01,5,1
그대로,Noun,일일향 광화문점,2020.04.14.,3,1
그대로,Noun,일일향 잠실점,2020.01.01,1,1
그대로,Noun,쟈니덤플링 1호점,2020.01.01,3,1
그대로,Noun,탕화쿵푸마라탕 동대문점,2019.09.23.,1,1
그동안,Noun,란주탕슉,2019.05.23.,1,1
그동안,Noun,봉자마라탕,2020.02.12.,1,1
그때,Noun,만보성,2019.07.11.,1,1
그때,Noun,탕화쿵푸마라탕,2020.02.17.,1,1
그땐,Noun,상하이,2020.10.09.,5,1
그래도,Adverb,란주탕슉,2019.09.03.,2,1
그래도,Adverb,만보성,2019.06.22.,5,1
그래도,Adverb,미엔아이 송파점,2020.01.01,4,1
그래도,Adverb,복만루훠궈,2020.08.18.,4,1
그래도,Adverb,빠오즈푸,2020.01.01,2,1
그래도,Adverb,상하이,2020.01.10.,5,1
그래도,Adverb,소리원,2020.01.01,3,1
그래도,Adverb,영빈루 시청점,2020.08.25.,4,1
그래도,Adverb,이품,2020.01.01,4,1
그래도,Adverb,인량 훠궈,2020.01.01,4,1
그래도,Adverb,자리,2020.01.01,2,1
그래도,Adverb,쮸즈,2020.01.01,4,1
그래도,Adverb,큐큐면관 회기점,2020.03.11.,1,1
그래도,Adverb,탕화쿵푸마라탕,2020.01.19.,2,1
그래서,Adverb,라화쿵부 명동점,2018.12.26.,4,1
그래서,Adverb,불이아 본점,2020.01.01,2,1
그래서,Adverb,소리원,2020.01.01,1,1
그래서,Adverb,한성양꼬치 종각점,2020.01.04.,1,1
그래요,Adjective,라화쿵부 명동점,2020.07.30.,1,1
그래요,Adjective,외래향 서울대점,2020.01.01,4,1
그래요,Adjective,큐큐면관 회기점,2018.06.04.,2,1
그래요,Adjective,탕화쿵푸마라탕,2020.09.21.,2,1
그램,Noun,탕화쿵푸마라탕 화양점,2019.10.07.,1,1
그랬고,Adjective,애정마라샹궈 본점,2020.01.01,3,1
그랬구요,Adjective,목란,2020.01.01,2,1
그랬는데,Conjunction,란주탕슉,2019.04.06.,1,1
그랬는데,Conjunction,송화산시도삭면,2020.01.01,4,1
그랬는데,Conjunction,헤이 요우지아씨아오마오차이 한국1호점,2020.01.01,1,1
그랬는지,Adjective,매화반점 1호점,2020.01.01,3,1
그랬다,Adjective,청화원,2020.10.20.,2,1
그랬더니,Conjunction,만보성,2019.07.11.,1,1
그랬습니다,Adjective,란주탕슉,2019.09.03.,2,1
그랬어요,Adjective,오향가 가락본점,2020.01.01,2,1
그랬어요,Adjective,팔레드신,2020.01.01,1,1
그랬음,Adjective,라공방 대학로본점,2019.09.07.,3,1
그러,Adjective,가담,2020.01.01,4,2
그러고,Adjective,탕화쿵푸마라탕,2020.06.08.,1,1
그러고,Adjective,탕화쿵푸마라탕 동대문점,2019.09.23.,1,1
그러고선,Adjective,중림 양갈비양꼬치,2020.01.01,1,1
그러길래,Adjective,등비룡마라탕 종각점,2020.06.03.,1,1
그러나,Conjunction,두만강샤브샤브 봉천점,2020.01.01,3,1
그러나,Conjunction,촨커,2020.01.01,5,1
그러나,Conjunction,포가,2020.01.01,3,1
그러나,Conjunction,홍콩반점0410 종로관수점,2020.06.24.,3,1
그러네요,Adjective,라화쿵부 명동점,2020.04.02.,1,1
그러는지,Adjective,홍명,2020.01.01,5,1
그러자,Conjunction,대한닭갈비,2019.12.30.,1,1
그럭저럭,Adverb,만보성,2019.07.09.,3,1
그럭저럭,Adverb,인량 훠궈,2020.01.01,4,1
그럭저럭,Adverb,큐큐면관 회기점,2018.05.05.,3,1
그럭저럭,Adverb,히노아지 명동점,2019.04.18.,1,2
그런,Adjective,란주탕슉,2019.02.12.,1,1
그런,Adjective,벽돌해피푸드 압구정점,2020.01.01,5,1
그런,Adjective,중림 양갈비양꼬치,2020.01.01,1,1
그런,Modifier,대한닭갈비,2019.12.30.,1,1
그런,Modifier,등비룡마라탕 종각점,2020.07.03.,3,1
그런,Modifier,라화쿵부 명동점,2019.03.23.,3,1
그런,Modifier,라화쿵부 명동점,2020.04.02.,1,2
그런,Modifier,불이아 본점,2020.01.01,2,1
그런,Modifier,일일향 잠실점,2020.01.01,4,1
그런,Modifier,채린중국요리,2020.01.01,1,1
그런,Modifier,큐큐면관 회기점,2019.05.26.,3,1
그런,Modifier,탕화쿵푸마라탕 동대문점,2019.05.31.,1,1
그런거,Adjective,청화원,2020.08.12.,1,1
그런대로,Adverb,포담,2018.10.31.,4,1
그런데,Conjunction,란주탕슉,2019.03.23.,2,1
그런데,Conjunction,만보성,2019.07.21.,1,1
그런데,Conjunction,봉자마라탕,2020.07.05.,3,1
그런지,Adjective,란주탕슉,2019.05.23.,1,1
그런지,Adjective,미엔아이 송파점,2020.01.01,3,1
그런지,Adjective,복만루훠궈,2020.08.18.,4,1
그런지,Adjective,복만루훠궈 2호점,2020.10.30.,4,1
그런지,Adjective,신룽푸마라탕,2020.07.17.,4,1
그런지,Adjective,탕화쿵푸마라탕,2020.01.19.,2,1
그런지,Adjective,히노아지 명동점,2020.01.01,5,1
그럴,Adjective,란주탕슉,2016.10.27.,1,1
그럴수도,Adjective,라공방 대학로본점,2020.04.13.,4,1
그럼,Adjective,만보성,2019.07.11.,1,1
그럼,Adjective,봉자마라탕,2019.05.11.,1,1
그럼,Adjective,청화원,2020.08.07.,2,1
그럼,Adjective,칠기마라탕,2020.01.01,2,1
그럼에도,Adjective,쟈니덤플링 1호점,2020.01.01,3,1
그렇게,Adverb,대한닭갈비,2019.12.30.,1,1
그렇게,Adverb,라화쿵부 명동점,2020.01.01,1,1
그렇게,Adverb,란주탕슉,2019.08.11.,1,1
그렇게,Adverb,램랜드,2020.01.01,3,1
그렇게,Adverb,큐큐면관 회기점,2020.11.14.,2,1
그렇게,Adverb,탕화쿵푸마라탕,2019.09.21.,1,1
그렇겠지,Adjective,대한닭갈비,2019.12.30.,1,1
그렇고,Adjective,라공방 대학로본점,2019.09.29.,1,1
그렇고,Adjective,산동교자,2016.07.31.,5,1
그렇고,Adjective,자리,2020.01.01,1,1
그렇고요,Adjective,춘리마라탕,2020.04.14.,2,1
그렇네요,Adjective,라화쿵부 명동점,2020.07.30.,1,1
그렇다,Adjective,큐큐면관 회기점,2020.11.14.,2,1
그렇다,Adjective,홍명,2020.01.01,5,1
그렇다고,Conjunction,구복만두,2020.01.01,3,1
그렇다고,Conjunction,춘리마라탕,2019.08.03.,5,1
그렇다는,Adjective,산동교자,2019.05.06.,1,1
그렇지,Adjective,미엔아이 송파점,2020.01.01,4,1
그렇지,Adjective,종로양꼬치,2019.06.04.,4,1
그릇,Noun,라화쿵부 명동점,2018.10.22.,1,2
그릇,Noun,산동주방,2020.01.01,4,1
그릇,Noun,자리,2020.01.01,1,1
그릇,Noun,쥬에,2020.01.01,1,1
그릇,Noun,청화원,2020.10.20.,2,1
그릇,Noun,탕화쿵푸마라탕 화양점,2019.10.07.,1,2
그릇,Noun,홍콩반점0410 종로관수점,2020.01.01,4,1
그릇,Noun,히노아지 명동점,2020.01.01,5,1
그리,Verb,가담,2020.01.01,1,1
그리,Verb,상하이,2019.09.05.,5,1
그리,Verb,청화원,2019.11.26.,5,1
그리고,Conjunction,대한닭갈비,2020.04.15.,1,1
그리고,Conjunction,라공방 강남1호 본점,2020.01.01,2,1
그리고,Conjunction,라공방 대학로본점,2019.11.21.,1,2
그리고,Conjunction,라공방 대학로본점,2019.12.12.,4,1
그리고,Conjunction,라화쿵부 명동점,2018.10.22.,1,1
그리고,Conjunction,라화쿵부 명동점,2019.03.23.,3,1
그리고,Conjunction,라화쿵부 명동점,2020.03.16.,3,1
그리고,Conjunction,란주칼면,2020.01.01,4,1
그리고,Conjunction,란주탕슉,2019.04.06.,1,1
그리고,Conjunction,란주탕슉,2020.09.22.,5,1
그리고,Conjunction,마라고메 방이점,2020.01.01,1,1
그리고,Conjunction,미엔아이 송파점,2020.01.01,3,1
그리고,Conjunction,벽돌해피푸드 압구정점,2020.01.01,3,1
그리고,Conjunction,봉자마라탕,2020.07.31.,5,1
그리고,Conjunction,상하이,2020.01.10.,5,1
그리고,Conjunction,송화산시도삭면,2020.01.01,4,1
그리고,Conjunction,신룽푸마라탕,2020.08.07.,2,1
그리고,Conjunction,열빈 광화문점,2020.01.01,5,1
그리고,Conjunction,종로양꼬치,2016.03.11.,3,1
그리고,Conjunction,종로양꼬치,2020.08.15.,5,1
그리고,Conjunction,주,2020.01.01,2,1
그리고,Conjunction,청화원,2020.07.20.,3,1
그리고,Conjunction,탕화쿵푸마라탕,2019.05.02.,2,1
그리고,Conjunction,탕화쿵푸마라탕,2020.01.19.,2,1
그리고,Conjunction,탕화쿵푸마라탕,2020.08.18.,1,2
그리고,Conjunction,탕화쿵푸마라탕 동대문점,2020.05.02.,1,1
그리고,Conjunction,팔레드신,2020.01.01,1,1
그리고,Conjunction,피슈마라홍탕 상암점,2020.01.01,5,2
그리고,Conjunction,하이디라오 강남점,2020.01.01,4,1
그림자,Noun,손오공마라탕,2020.01.01,5,1
그립다,Verb,개화식당,2020.01.01,1,1
그립다,Verb,공푸,2020.01.01,4,1
그만,Adverb,큐큐면관 회기점,2019.08.16.,4,1
그만큼,Adverb,두만강샤브샤브 봉천점,2020.01.01,3,1
그만큼,Adverb,천진영감,2020.01.01,4,1
그만한,Adjective,홍명,2020.01.01,5,1
그을림까지,Adjective,이품,2020.01.01,4,1
그저,Adverb,봉자마라탕,2019.05.11.,1,1
그저,Adverb,칠기마라탕,2020.01.01,2,1
그저,Adverb,탕화쿵푸마라탕,2020.09.21.,2,1
그저,Adverb,홍명,2020.01.01,5,1
그중,Adverb,홍콩반점0410 대학로점,2020.02.04.,5,1
극도,Noun,란주탕슉,2020.10.04.,1,1
근,Modifier,칠기마라탕,2020.01.01,4,1
근데,Adverb,가담,2020.01.01,4,2
근데,Adverb,골드피쉬딤섬퀴진,2020.01.01,2,1
근데,Adverb,라공방 대학로본점,2020.02.12.,1,1
근데,Adverb,라화쿵부 명동점,2019.06.24.,5,1
근데,Adverb,라화쿵부 명동점,2020.01.07.,4,1
근데,Adverb,리춘시장 대학로CGV점,2020.06.02.,2,1
근데,Adverb,마담밍 선릉점,2020.01.01,1,1
근데,Adverb,매운향솥 본점,2020.01.01,4,1
근데,Adverb,바오바,2020.01.01,4,1
근데,Adverb,복성각,2018.07.28.,3,1
근데,Adverb,봉자마라탕,2019.01.21.,2,1
근데,Adverb,봉자마라탕,2020.02.10.,3,1
근데,Adverb,산동주방,2017.10.29.,4,1
근데,Adverb,산동주방,2020.01.01,5,1
근데,Adverb,소리원,2020.01.01,3,1
근데,Adverb,쟈니덤플링 1호점,2020.01.01,3,1
근데,Adverb,주,2020.01.01,2,1
근데,Adverb,중화복춘,2020.01.01,5,1
근데,Adverb,채린중국요리,2020.01.01,1,1
근데,Adverb,청화원,2019.12.04.,5,1
근데,Adverb,청화원,2020.06.23.,4,1
근데,Adverb,청화원,2020.07.05.,5,1
근데,Adverb,탕화쿵푸마라탕,2019.10.31.,4,1
근데,Adverb,탕화쿵푸마라탕,2020.06.10.,3,1
근데,Adverb,훠궈야 판교아브뉴프랑점,2020.01.01,4,1
근방,Noun,등비룡마라탕 종각점,2020.10.24.,4,1
근처,Noun,열빈 광화문점,2020.01.01,5,1
근처,Noun,중경마라탕 강남역점,2020.01.01,4,1
근처,Noun,중림 양갈비양꼬치,2020.01.01,1,1
근처,Noun,챠이797 광화문점,2020.06.23.,5,1
근처,Noun,청화원,2020.08.12.,1,1
근처,Noun,큐큐면관 삼성점,2020.11.11.,2,1
근처,Noun,포담,2018.10.31.,4,1
근처,Noun,홍명,2020.01.01,4,1
근처,Noun,히노아지 명동점,2018.03.24.,4,1
글,Noun,목란,2020.01.01,3,1
글,Noun,산동주방,2020.01.01,5,1
글,Noun,신룽푸마라탕,2020.05.24.,1,1
글,Noun,탕화쿵푸마라탕,2019.09.21.,1,1
글,Noun,홍명,2020.01.01,5,1
글구,Noun,라공방 강남1호 본점,2020.01.01,1,1
글구,Noun,란주탕슉,2020.09.22.,5,1
글더,Noun,라화쿵부 명동2호점,2020.05.20.,3,1
긁어서,Verb,등비룡마라탕 종각점,2020.06.03.,1,1
긁어야,Verb,등비룡마라탕 종각점,2020.06.03.,1,1
긁으면서,Verb,라화쿵부 명동점,2018.10.22.,1,1
금,Noun,중경마라탕 강남역점,2020.01.01,5,1
금방,Noun,라공방 대학로본점,2019.12.03.,1,1
금방,Noun,쮸즈,2020.01.01,4,1
금방,Noun,피슈마라홍탕 상암점,2020.01.01,5,1
금세,Noun,라화쿵부 명동점,2020.01.01,1,1
금액,Noun,라공방 대학로본점,2019.12.10.,1,1
금액,Noun,라공방 대학로본점,2019.12.12.,4,1
금액,Noun,라공방 대학로본점,2020.04.13.,4,1
금액,Noun,탕화쿵푸마라탕,2019.05.02.,2,1
급,Suffix,공푸,2020.01.01,4,1
급,Suffix,두만강샤브샤브 봉천점,2020.01.01,3,1
급,Suffix,란주탕슉,2018.12.20.,1,1
급,Suffix,중화복춘,2020.01.01,1,1
급,Suffix,훠궈야 판교아브뉴프랑점,2020.01.01,5,1
급식,Noun,큐큐면관 회기점,2020.07.24.,1,1
급한대로,Adjective,홍콩반점0410 대학로점,2020.02.04.,4,1
긋,Verb,라화쿵부 명동점,2019.06.24.,5,1
긋한,Verb,불이아 본점,2020.01.01,3,1
기,Modifier,가담,2020.01.01,3,1
기,Modifier,강서,2020.02.20.,2,1
기,Modifier,라공방 대학로본점,2019.12.12.,4,1
기,Modifier,라화쿵부,2016.05.08.,3,1
기,Modifier,라화쿵부 명동점,2020.07.30.,1,2
기,Modifier,란주탕슉,2019.04.06.,1,1
기,Modifier,미가양고기,2020.01.01,1,2
기,Modifier,산동주방,2020.01.01,5,1
기,Modifier,소리원,2020.01.01,1,1
기,Modifier,열빈 광화문점,2020.01.01,5,1
기,Modifier,일일향 잠실점,2020.01.01,4,1
기,Modifier,쥬에,2020.01.01,2,1
기,Modifier,춘리마라탕,2020.04.21.,5,1
기,Modifier,홍콩반점0410 대학로점,2016.10.23.,1,1
